 WL        Abs       T%
 736.0  0.099670  79.493263
 737.0  0.099245  79.571022
 738.0  0.098801  79.652397
 739.0  0.098506  79.706512
 740.0  0.098264  79.751022
 741.0  0.097985  79.802307
 742.0  0.097704  79.853935
 743.0  0.097447  79.901161
 744.0  0.097283  79.931259
 745.0  0.096754  80.028755
 746.0  0.096420  80.090240
 747.0  0.096385  80.096809
 748.0  0.096301  80.112228
 749.0  0.096061  80.156593
 750.0  0.095948  80.177322
 751.0  0.095566  80.247978
 752.0  0.095471  80.265511
 753.0  0.094218  80.497421
 754.0  0.093962  80.544815
 755.0  0.093678  80.597488
 756.0  0.093474  80.635376
 757.0  0.093264  80.674408
 758.0  0.093125  80.700317
 759.0  0.092860  80.749443
 760.0  0.092586  80.800575
 761.0  0.092327  80.848717
 762.0  0.092130  80.885452
 763.0  0.091963  80.916519
 764.0  0.091831  80.941109
 765.0  0.091688  80.967667
 766.0  0.091210  81.056969
 767.0  0.091003  81.095627
 768.0  0.090715  81.149261
 769.0  0.090842  81.125633
 770.0  0.090413  81.205727
 771.0  0.090057  81.272469
 772.0  0.089848  81.311478
 773.0  0.089490  81.378525
 774.0  0.089238  81.425766
 775.0  0.089027  81.465446
 776.0  0.088884  81.492172
 777.0  0.088689  81.528816
 778.0  0.088651  81.535980
 779.0  0.088277  81.606133
 780.0  0.088021  81.654305
 781.0  0.087799  81.696068
 782.0  0.087630  81.727760
 783.0  0.087459  81.760025
 784.0  0.087058  81.835472
 785.0  0.086755  81.892609
 786.0  0.086499  81.940956
 787.0  0.086293  81.979828
 788.0  0.086138  82.009132
 789.0  0.085878  82.058174
 790.0  0.085729  82.086288
 791.0  0.085516  82.126564
 792.0  0.085221  82.182358
 793.0  0.085029  82.218704
 794.0  0.084649  82.290817
 795.0  0.084362  82.345184
 796.0  0.084116  82.391853
 797.0  0.083783  82.454926
 798.0  0.083487  82.511299
 799.0  0.083274  82.551743
 800.0  0.082976  82.608429
 801.0  0.082888  82.625168
 802.0  0.082779  82.645874
 803.0  0.082640  82.672218
 804.0  0.082582  82.683319
 805.0  0.082506  82.697891
 806.0  0.082219  82.752388
 807.0  0.081795  82.833405
 808.0  0.081673  82.856529
 809.0  0.081593  82.871902
 810.0  0.081358  82.916733
 811.0  0.081027  82.979866
 812.0  0.080652  83.051506
 813.0  0.080236  83.131241
 814.0  0.079950  83.185890
 815.0  0.079803  83.214119
 816.0  0.079741  83.226021
 817.0  0.079562  83.260315
 818.0  0.079335  83.303909
 819.0  0.079066  83.355492
 820.0  0.078971  83.373749
 821.0  0.078571  83.450493
 822.0  0.078349  83.493134
 823.0  0.078132  83.534973
 824.0  0.077702  83.617630
 825.0  0.077523  83.652130
 826.0  0.077139  83.726143
 827.0  0.076813  83.789070
 828.0  0.076842  83.783485
 829.0  0.076761  83.798935
 830.0  0.076733  83.804436
 831.0  0.076503  83.848892
 832.0  0.076165  83.914162
 833.0  0.075897  83.966003
 834.0  0.075577  84.027870
 835.0  0.075397  84.062721
 836.0  0.075317  84.078163
 837.0  0.075139  84.112579
 838.0  0.074879  84.163040
 839.0  0.074744  84.189056
 840.0  0.074321  84.271225
 841.0  0.074306  84.274094
 842.0  0.074047  84.324265
 843.0  0.073974  84.338501
 844.0  0.073922  84.348572
 845.0  0.073092  84.509911
 846.0  0.072842  84.558685
 847.0  0.072609  84.604103
 848.0  0.072626  84.600685
 849.0  0.072598  84.606239
 850.0  0.072591  84.607513
 851.0  0.071697  84.781944
 852.0  0.071490  84.822212
 853.0  0.071275  84.864204
 854.0  0.071251  84.868950
 855.0  0.071036  84.910919
 856.0  0.070771  84.962936
 857.0  0.070598  84.996590
 858.0  0.070581  84.999931
 859.0  0.070318  85.051483
 860.0  0.069939  85.125847
 861.0  0.069618  85.188637
 862.0  0.069511  85.209633
 863.0  0.069389  85.233566
 864.0  0.069064  85.297417
 865.0  0.068863  85.336876
 866.0  0.068925  85.324814
 867.0  0.068790  85.351257
 868.0  0.068647  85.379471
 869.0  0.068552  85.398056
 870.0  0.068366  85.434677
 871.0  0.068099  85.487251
 872.0  0.067971  85.512291
 873.0  0.067719  85.561951
 874.0  0.067492  85.606743
 875.0  0.067419  85.621178
 876.0  0.067335  85.637794
 877.0  0.067183  85.667725
 878.0  0.066967  85.710251
 879.0  0.066665  85.769958
 880.0  0.066511  85.800262
 881.0  0.066406  85.821175
 882.0  0.066205  85.860809
 883.0  0.066017  85.898010
 884.0  0.065833  85.934303
 885.0  0.065642  85.972168
 886.0  0.065461  86.008018
 887.0  0.065321  86.035675
 888.0  0.065340  86.031967
 889.0  0.065232  86.053482
 890.0  0.065050  86.089554
 891.0  0.064949  86.109550
 892.0  0.064751  86.148750
 893.0  0.064599  86.178856
 894.0  0.064122  86.273529
 895.0  0.063780  86.341545
 896.0  0.063725  86.352516
 897.0  0.063477  86.401909
 898.0  0.063533  86.390663
 899.0  0.063437  86.409805
 900.0  0.063326  86.431915
 901.0  0.063189  86.459152
 902.0  0.062851  86.526550
 903.0  0.062698  86.557053
 904.0  0.062495  86.597359
 905.0  0.062437  86.609055
 906.0  0.062305  86.635231
 907.0  0.062060  86.684189
 908.0  0.061935  86.709221
 909.0  0.061934  86.709320
 910.0  0.061933  86.709480
 911.0  0.061754  86.745361
 912.0  0.061459  86.804314
 913.0  0.061211  86.853882
 914.0  0.061187  86.858727
 915.0  0.061245  86.847046
 916.0  0.061222  86.851646
 917.0  0.060879  86.920280
 918.0  0.060767  86.942665
 919.0  0.060434  87.009300
 920.0  0.060611  86.974007
 921.0  0.060555  86.985085
 922.0  0.060516  86.992989
 923.0  0.060331  87.030052
 924.0  0.060139  87.068573
 925.0  0.059965  87.103355
 926.0  0.059617  87.173172
 927.0  0.059556  87.185516
 928.0  0.059681  87.160271
 929.0  0.059631  87.170464
 930.0  0.059571  87.182381
 931.0  0.059494  87.197960
 932.0  0.059425  87.211678
 933.0  0.059088  87.279503
 934.0  0.058916  87.313957
 935.0  0.058604  87.376846
 936.0  0.058605  87.376579
 937.0  0.058626  87.372429
 938.0  0.058623  87.373032
 939.0  0.058540  87.389557
 940.0  0.058462  87.405411
 941.0  0.058359  87.426125
 942.0  0.058516  87.394447
 943.0  0.058463  87.405052
 944.0  0.058344  87.429024
 945.0  0.058388  87.420219
 946.0  0.058074  87.483566
 947.0  0.058102  87.477730
 948.0  0.058027  87.492859
 949.0  0.057775  87.543694
 950.0  0.057535  87.592201
 951.0  0.057427  87.613960
 952.0  0.057303  87.639000
 953.0  0.057139  87.672104
 954.0  0.056998  87.700554
 955.0  0.056845  87.731346
 956.0  0.056638  87.773239
 957.0  0.056498  87.801552
 958.0  0.056373  87.826714
 959.0  0.056400  87.821243
 960.0  0.056356  87.830284
 961.0  0.056180  87.865852
 962.0  0.056022  87.897789
 963.0  0.055855  87.931595
 964.0  0.055833  87.936089
 965.0  0.055595  87.984306
 966.0  0.055308  88.042526
 967.0  0.055268  88.050453
 968.0  0.055141  88.076218
 969.0  0.055130  88.078491
 970.0  0.055040  88.096703
 971.0  0.054913  88.122581
 972.0  0.054654  88.175156
 973.0  0.054651  88.175713
 974.0  0.054426  88.221443
 975.0  0.054500  88.206337
 976.0  0.054595  88.187164
 977.0  0.054267  88.253632
 978.0  0.054402  88.226189
 979.0  0.054069  88.294022
 980.0  0.054124  88.282753
 981.0  0.053967  88.314728
 982.0  0.053897  88.328934
 983.0  0.054057  88.296402
 984.0  0.053687  88.371590
 985.0  0.053787  88.351410
 986.0  0.053691  88.370934
 987.0  0.053756  88.357689
 988.0  0.053589  88.391579
 989.0  0.054058  88.296181
 990.0  0.053913  88.325729
